date	close
10/12/2020	10000
11/12/2020	9952,3921
14/12/2020	10004,4726
15/12/2020	10047,8696
16/12/2020	10116,8979
17/12/2020	10179,3193
18/12/2020	10147,0905
21/12/2020	10111,9859
22/12/2020	10133,9728
23/12/2020	10163,863
28/12/2020	10297,5287
29/12/2020	10319,2138
30/12/2020	10356,915
04/01/2021	10355,8717
05/01/2021	10414,3922
06/01/2021	10459,6642
07/01/2021	10554,6589
08/01/2021	10624,337
11/01/2021	10603,1454
12/01/2021	10604,5243
13/01/2021	10630,087
14/01/2021	10701,865
15/01/2021	10578,5977
18/01/2021	10593,2513
19/01/2021	10681,2989
20/01/2021	10777,4168
21/01/2021	10751,5936
22/01/2021	10685,9553
25/01/2021	10684,4193
26/01/2021	10697,3694
27/01/2021	10486,4047
28/01/2021	10591,4403
29/01/2021	10449,8121
01/02/2021	10567,7908
02/02/2021	10749,199
03/02/2021	10778,9979
04/02/2021	10827,3717
05/02/2021	10898,4013
08/02/2021	11040,0571
09/02/2021	11039,6636
10/02/2021	10991,2688
11/02/2021	11086,0842
12/02/2021	11103,9712
15/02/2021	11141,828
16/02/2021	11150,7036
17/02/2021	11148,9045
18/02/2021	11096,8297
19/02/2021	11152,8969
22/02/2021	11025,5395
23/02/2021	10898,3704
24/02/2021	10995,9131
25/02/2021	10775,1149
26/02/2021	10684,7663
01/03/2021	10945,0812
02/03/2021	10888,8167
03/03/2021	10794,8783
04/03/2021	10674,6031
05/03/2021	10728,7807
08/03/2021	10821,8651
09/03/2021	11009,6153
10/03/2021	11020,0396
11/03/2021	11131,5973
12/03/2021	11076,7434
15/03/2021	11123,0397
16/03/2021	11198,6341
17/03/2021	11223,9232
18/03/2021	11097,5396
19/03/2021	11118,1897
22/03/2021	11141,3407
23/03/2021	11090,9233
24/03/2021	11060,7334
25/03/2021	11057,4558
26/03/2021	11236,1359
29/03/2021	11255,6973
30/03/2021	11280,4761
31/03/2021	11352,7933
01/04/2021	11464,5342
06/04/2021	11496,3022
07/04/2021	11426,3295
08/04/2021	11519,6587
09/04/2021	11522,195
12/04/2021	11541,5034
13/04/2021	11617,2799
14/04/2021	11574,2806
15/04/2021	11650,1877
16/04/2021	11664,9721
19/04/2021	11529,0817
20/04/2021	11451,3093
21/04/2021	11475,3283
22/04/2021	11428,3703
23/04/2021	11479,58
26/04/2021	11517,0304
27/04/2021	11522,4468
28/04/2021	11500,7639
29/04/2021	11474,8951
30/04/2021	11472,9298
03/05/2021	11529,3748
04/05/2021	11362,5378
05/05/2021	11491,688
06/05/2021	11513,4772
07/05/2021	11581,6451
10/05/2021	11443,2345
11/05/2021	11350,6385
12/05/2021	11133,5462
13/05/2021	11210,3017
14/05/2021	11351,9945
17/05/2021	11227,0909
18/05/2021	11204,6906
19/05/2021	11036,007
20/05/2021	11208,4255
21/05/2021	11181,2328
24/05/2021	11295,403
25/05/2021	11282,296
26/05/2021	11305,9733
27/05/2021	11331,3983
28/05/2021	11353,5847
31/05/2021	11343,6075
01/06/2021	11329,9004
02/06/2021	11394,7609
03/06/2021	11376,488
04/06/2021	11462,9336
07/06/2021	11416,2071
08/06/2021	11397,3532
09/06/2021	11454,9505
10/06/2021	11504,1533
11/06/2021	11541,558
14/06/2021	11625,9963
15/06/2021	11599,1981
16/06/2021	11544,9277
17/06/2021	11594,3782
18/06/2021	11536,1987
21/06/2021	11563,9784
22/06/2021	11587,8015
23/06/2021	11585,0171
24/06/2021	11664,2301
25/06/2021	11633,7422
28/06/2021	11707,3235
29/06/2021	11754,9554
30/06/2021	11737,7479
01/07/2021	11756,5854
02/07/2021	11835,366
05/07/2021	11866,3665
06/07/2021	11844,6003
07/07/2021	11888,8124
08/07/2021	11763,0899
09/07/2021	11870,0725
12/07/2021	11906,9281
13/07/2021	11913,7994
14/07/2021	11960,1431
15/07/2021	11849,7591
16/07/2021	11779,7671
19/07/2021	11648,656
20/07/2021	11761,3661
21/07/2021	11859,1679
22/07/2021	11919,1916
23/07/2021	12015,3762
26/07/2021	12024,8925
27/07/2021	11956,4469
28/07/2021	12019,3213
29/07/2021	12052,8501
30/07/2021	11987,8717
02/08/2021	11997,6279
03/08/2021	11997,359
04/08/2021	12038,2917
05/08/2021	12117,5481
06/08/2021	12123,04
09/08/2021	12199,1743
10/08/2021	12180,9642
11/08/2021	12223,956
12/08/2021	12219,0562
13/08/2021	12283,1474
16/08/2021	12215,4966
17/08/2021	12165,1854
18/08/2021	12156,803
19/08/2021	12136,1259
20/08/2021	12241,7253
23/08/2021	12352,5913
24/08/2021	12335,3124
25/08/2021	12363,8282
26/08/2021	12296,5731
27/08/2021	12402,0179
30/08/2021	12395,3642
31/08/2021	12390,5905
01/09/2021	12426,0391
02/09/2021	12432,2683
03/09/2021	12451,7749
06/09/2021	12518,8291
07/09/2021	12403,0902
08/09/2021	12367,0788
09/09/2021	12371,6984
10/09/2021	12311,1582
13/09/2021	12322,937
14/09/2021	12341,8755
15/09/2021	12367,7179
16/09/2021	12343,7438
17/09/2021	12289,7401
20/09/2021	12077,1236
21/09/2021	12082,7984
22/09/2021	12211,0121
23/09/2021	12334,3667
24/09/2021	12248,472
27/09/2021	12211,9179
28/09/2021	11984,4313
29/09/2021	12003,8307
30/09/2021	12054,9869
01/10/2021	12111,9292
04/10/2021	11976,5798
05/10/2021	12114,2297
06/10/2021	12167,7404
07/10/2021	12310,2929
08/10/2021	12273,7708
