date;close
02/01/2012;52.96
03/01/2012;55.0
05/01/2012;55.37
06/01/2012;50.49
08/01/2012;52.56
10/01/2012;56.060001
11/01/2012;55.36
12/01/2012;38.475276947021484
13/01/2012;38.758296966552734
17/01/2012;39.041316986083984
18/01/2012;39.324337005615234
19/01/2012;39.607357025146484
20/01/2012;39.607357025146484
23/01/2012;39.607357025146484
24/01/2012;39.5079231262207
25/01/2012;39.5079231262207
26/01/2012;39.5079231262207
27/01/2012;39.5079231262207
30/01/2012;39.5079231262207
31/01/2012;39.5079231262207
01/02/2012;40.50996780395508
02/02/2012;40.50996780395508
03/02/2012;40.976566314697266
04/02/2012;54.98
05/02/2012;54.84
06/02/2012;40.976566314697266
07/02/2012;40.976566314697266
08/02/2012;40.976566314697266
09/02/2012;40.976566314697266
10/02/2012;40.976566314697266
11/02/2012;55.37
13/02/2012;40.976566314697266
14/02/2012;40.976566314697266
15/02/2012;40.976566314697266
16/02/2012;40.976566314697266
17/02/2012;40.976566314697266
21/02/2012;42.07038497924805
22/02/2012;42.07038497924805
23/02/2012;42.07038497924805
24/02/2012;42.07038497924805
27/02/2012;42.07038497924805
28/02/2012;42.07038497924805
29/02/2012;42.07038497924805
01/03/2012;42.07038497924805
02/03/2012;41.67263412475586
04/03/2012;54.98
05/03/2012;41.67263412475586
06/03/2012;41.67263412475586
07/03/2012;41.67263412475586
08/03/2012;41.35902404785156
09/03/2012;41.51199722290039
10/03/2012;55.77
12/03/2012;41.51199722290039
13/03/2012;41.51199722290039
14/03/2012;41.87151336669922
15/03/2012;41.87151336669922
16/03/2012;41.87151336669922
19/03/2012;41.87151336669922
20/03/2012;41.87151336669922
21/03/2012;41.87151336669922
22/03/2012;41.87151336669922
23/03/2012;41.87151336669922
26/03/2012;41.87151336669922
27/03/2012;42.00537109375
28/03/2012;42.13922882080078
29/03/2012;41.89445877075195
30/03/2012;42.05508804321289
02/04/2012;42.05508804321289
03/04/2012;42.05508804321289
04/04/2012;42.05508804321289
05/04/2012;41.49669647216797
06/04/2012;50.49
09/04/2012;41.160118103027344
10/04/2012;40.51761245727539
11/04/2012;40.89241409301758
12/04/2012;41.52729034423828
13/04/2012;41.52729034423828
16/04/2012;40.915374755859375
17/04/2012;41.741477966308594
18/04/2012;41.741477966308594
19/04/2012;41.741477966308594
20/04/2012;41.741477966308594
23/04/2012;41.741477966308594
24/04/2012;41.741477966308594
25/04/2012;41.741477966308594
26/04/2012;41.741477966308594
27/04/2012;42.22336959838867
30/04/2012;42.22336959838867
01/05/2012;42.3533935546875
02/05/2012;41.947998046875
03/05/2012;41.947998046875
04/05/2012;41.947998046875
06/05/2012;49.33
07/05/2012;41.06835174560547
08/05/2012;41.06835174560547
09/05/2012;40.31108856201172
10/05/2012;40.31108856201172
11/05/2012;40.31108856201172
12/05/2012;55.87
14/05/2012;39.74504470825195
15/05/2012;39.74504470825195
16/05/2012;39.74504470825195
17/05/2012;38.91893768310547
18/05/2012;38.58237075805664
21/05/2012;38.58237075805664
22/05/2012;38.58237075805664
23/05/2012;38.36820602416992
24/05/2012;38.36820602416992
25/05/2012;38.36820602416992
29/05/2012;38.36820602416992
30/05/2012;38.796546936035156
31/05/2012;38.620609283447266
01/06/2012;38.620609283447266
02/06/2012;53.57
03/06/2012;54.48
04/06/2012;38.620609283447266
05/06/2012;38.570892333984375
06/06/2012;38.521175384521484
07/06/2012;38.521175384521484
08/06/2012;38.521175384521484
09/06/2012;53.63
11/06/2012;38.521175384521484
12/06/2012;38.521175384521484
13/06/2012;38.521175384521484
14/06/2012;38.521175384521484
15/06/2012;38.521175384521484
18/06/2012;38.521175384521484
19/06/2012;40.272830963134766
20/06/2012;40.165748596191406
21/06/2012;39.46747589111328
22/06/2012;39.46747589111328
25/06/2012;39.46747589111328
26/06/2012;39.46747589111328
27/06/2012;39.46747589111328
28/06/2012;39.46747589111328
29/06/2012;39.46747589111328
02/07/2012;39.46747589111328
03/07/2012;39.46747589111328
05/07/2012;39.46747589111328
06/07/2012;39.46747589111328
08/07/2012;53.080002
09/07/2012;39.80110168457031
10/07/2012;39.80110168457031
11/07/2012;39.80110168457031
12/07/2012;39.80110168457031
13/07/2012;39.80110168457031
16/07/2012;39.80110168457031
17/07/2012;39.80110168457031
18/07/2012;40.28989028930664
19/07/2012;40.28989028930664
20/07/2012;40.28989028930664
23/07/2012;40.28989028930664
24/07/2012;40.28989028930664
25/07/2012;40.28989028930664
26/07/2012;39.964027404785156
27/07/2012;40.30540466308594
30/07/2012;40.77867126464844
31/07/2012;40.77867126464844
01/08/2012;40.77867126464844
02/08/2012;40.56919479370117
03/08/2012;39.88644027709961
05/08/2012;53.69
06/08/2012;41.18211364746094
07/08/2012;41.18211364746094
08/08/2012;41.438140869140625
09/08/2012;41.438140869140625
10/08/2012;41.438140869140625
11/08/2012;55.15
13/08/2012;41.438140869140625
14/08/2012;41.438140869140625
15/08/2012;41.438140869140625
16/08/2012;41.438140869140625
17/08/2012;41.763999938964844
20/08/2012;41.763999938964844
21/08/2012;41.763999938964844
22/08/2012;41.818302154541016
23/08/2012;41.71745681762695
24/08/2012;41.71745681762695
27/08/2012;41.88814163208008
28/08/2012;41.88814163208008
29/08/2012;41.88814163208008
30/08/2012;41.438140869140625
31/08/2012;41.63209915161133
02/09/2012;53.57
03/09/2012;54.27
04/09/2012;41.63209915161133
05/09/2012;41.608829498291016
06/09/2012;41.608829498291016
07/09/2012;42.90449142456055
08/09/2012;53.41
10/09/2012;42.78813171386719
11/09/2012;43.028629302978516
12/09/2012;43.121734619140625
13/09/2012;43.998443603515625
14/09/2012;44.21568298339844
17/09/2012;44.037227630615234
18/09/2012;43.92085266113281
19/09/2012;43.92085266113281
20/09/2012;43.92085266113281
21/09/2012;43.97515869140625
24/09/2012;43.97515869140625
25/09/2012;43.97515869140625
26/09/2012;43.098453521728516
27/09/2012;43.494140625
28/09/2012;43.494140625
01/10/2012;43.494140625
02/10/2012;43.494140625
03/10/2012;43.2691535949707
04/10/2012;43.2691535949707
05/10/2012;43.2691535949707
07/10/2012;51.3
08/10/2012;43.58724594116211
09/10/2012;43.14500427246094
10/10/2012;42.749324798583984
11/10/2012;43.036399841308594
12/10/2012;43.036399841308594
15/10/2012;43.036399841308594
16/10/2012;43.036399841308594
17/10/2012;43.036399841308594
18/10/2012;43.58724594116211
19/10/2012;43.58724594116211
22/10/2012;43.58724594116211
23/10/2012;43.58724594116211
24/10/2012;43.58724594116211
25/10/2012;42.51658248901367
26/10/2012;42.51658248901367
31/10/2012;42.51658248901367
01/11/2012;42.951045989990234
02/11/2012;42.95880126953125
04/11/2012;53.46
05/11/2012;42.95880126953125
06/11/2012;42.78813171386719
07/11/2012;42.78813171386719
08/11/2012;42.78813171386719
09/11/2012;41.71745681762695
10/11/2012;55.47
12/11/2012;41.71745681762695
13/11/2012;41.55453109741211
14/11/2012;41.12004089355469
15/11/2012;41.12004089355469
16/11/2012;41.12004089355469
19/11/2012;42.08209991455078
20/11/2012;41.94245147705078
21/11/2012;41.94245147705078
23/11/2012;41.94245147705078
26/11/2012;41.94245147705078
27/11/2012;42.78813171386719
28/11/2012;42.78813171386719
29/11/2012;43.24587631225586
30/11/2012;43.24587631225586
01/12/2012;50.3
03/12/2012;43.01311492919922
04/12/2012;42.819156646728516
05/12/2012;43.34673309326172
06/12/2012;43.14500427246094
07/12/2012;43.284671783447266
09/12/2012;55.58
10/12/2012;43.284671783447266
11/12/2012;43.284671783447266
12/12/2012;43.284671783447266
13/12/2012;43.284671783447266
14/12/2012;43.284671783447266
17/12/2012;43.87430953979492
18/12/2012;43.9285888671875
19/12/2012;43.9285888671875
20/12/2012;44.09768867492676
21/12/2012;44.266788482666016
24/12/2012;44.266788482666016
26/12/2012;44.266788482666016
27/12/2012;44.00722885131836
28/12/2012;43.9285888671875
31/12/2012;44.133079528808594
02/01/2013;44.24320602416992
03/01/2013;45.25785446166992
04/01/2013;44.69939422607422
05/01/2013;61.39
07/01/2013;44.43983459472656
08/01/2013;44.33758544921875
09/01/2013;44.639095306396484
